Ticker,timestamp,Date,Error,data_source,last_price,volume,price_source,quote_time,trade_time,quote_age_sec,is_market_open,market_status,price_history_status,hv_status,iv_30d,IV_7_D_Call,IV_14_D_Call,IV_21_D_Call,IV_30_D_Call,IV_60_D_Call,IV_90_D_Call,IV_120_D_Call,IV_150_D_Call,IV_180_D_Call,IV_270_D_Call,IV_360_D_Call,IV_720_D_Call,IV_1080_D_Call,IV_7_D_Put,IV_14_D_Put,IV_21_D_Put,IV_30_D_Put,IV_60_D_Put,IV_90_D_Put,IV_120_D_Put,IV_150_D_Put,IV_180_D_Put,IV_270_D_Put,IV_360_D_Put,IV_720_D_Put,IV_1080_D_Put,hv_10,hv_20,hv_30,hv_60,hv_90,HV_10_D_Cur,HV_20_D_Cur,HV_30_D_Cur,HV_60_D_Cur,HV_90_D_Cur,HV_120_D_Cur,HV_150_D_Cur,HV_180_D_Cur,hv_slope,volatility_regime,snapshot_ts
BKNG,2025-12-31 23:30:16.645651,2025-12-31,,schwab,5355.33,112918.0,mark,1767229015926,1767226958890,25657.755,False,CLOSED,OK,COMPUTED,20.876,,,,20.876,,,,,,,,,,,,,,,,,,,,,,,13.039141322399425,20.285821278167116,26.716685543427477,29.74080452084934,26.235234233377376,13.039141322399425,20.285821278167116,26.716685543427477,29.74080452084934,26.235234233377376,24.502100935828867,23.650244081589854,24.058932343050948,-13.677544221028052,Normal_Contraction,2025-12-31 23:30:16.645651
AZO,2025-12-31 23:30:16.645651,2025-12-31,,schwab,3391.5,88260.0,mark,1767228984262,1767228537032,24079.613,False,CLOSED,OK,COMPUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.174583009577677,30.460916585296577,28.391785290496347,25.737439477085893,23.276120413404755,13.174583009577677,30.460916585296577,28.391785290496347,25.737439477085893,23.276120413404755,22.88044240146845,22.6760309511943,22.72406197167855,-15.21720228091867,Normal_Contraction,2025-12-31 23:30:16.645651
MELI,2025-12-31 23:30:16.645651,2025-12-31,,schwab,2014.26,199741.0,mark,1767229061511,1767229157289,23459.356,False,CLOSED,OK,COMPUTED,30.775,,,,30.775,,,,,,,,,,,,,,,,,,,,,,,15.631857550220197,29.386639942937382,39.35667404569207,42.240083143935806,40.79991367585692,15.631857550220197,29.386639942937382,39.35667404569207,42.240083143935806,40.79991367585692,37.565608449880344,35.93323012254809,35.85601921607978,-23.72481649547187,Normal_Contraction,2025-12-31 23:30:16.645651
MKL,2025-12-31 23:30:16.645651,2025-12-31,,schwab,2149.65,28928.0,mark,1767229200041,1767219778946,32837.699,False,CLOSED,OK,COMPUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.84740177780977,13.210810079953795,12.130368974826753,19.475850985020728,18.513570933407646,9.84740177780977,13.210810079953795,12.130368974826753,19.475850985020728,18.513570933407646,19.24607808138054,18.518567339086008,19.101089519461887,-2.2829671970169834,Low_Compression,2025-12-31 23:30:16.645651
FCNCA,2025-12-31 23:30:16.645651,2025-12-31,,schwab,2146.18,96311.0,mark,1767229141255,1767224438623,28178.022,False,CLOSED,OK,COMPUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.656726745012634,18.796884058518554,17.890583550329016,27.03604774285723,26.44348962572849,12.656726745012634,18.796884058518554,17.890583550329016,27.03604774285723,26.44348962572849,26.816557715661627,26.282785101747514,26.77395967149339,-5.233856805316382,Normal,2025-12-31 23:30:16.645651
FICO,2025-12-31 23:30:16.645651,2025-12-31,,schwab,1690.62,238057.0,mark,1767229200051,1767226206680,26409.965,False,CLOSED,OK,COMPUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.71197608276822,26.18951898442678,28.76272814537725,38.722575253813005,45.93774246021896,22.71197608276822,26.18951898442678,28.76272814537725,38.722575253813005,45.93774246021896,43.57173316422309,43.692199664732115,49.82946893115483,-6.050752062609028,Normal,2025-12-31 23:30:16.645651
TDG,2025-12-31 23:30:16.645651,2025-12-31,,schwab,1329.85,266475.0,mark,1767229109507,1767221818835,30797.81,False,CLOSED,OK,COMPUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.700413262428253,18.2458608123702,17.030634976526652,21.826837411442174,20.562289582160385,12.700413262428253,18.2458608123702,17.030634976526652,21.826837411442174,20.562289582160385,28.17114095876352,26.171138424368827,26.792722608742757,-4.3302217140984,Normal_Compression,2025-12-31 23:30:16.645651
NFLX,2025-12-31 23:30:16.645651,2025-12-31,,schwab,93.56,23495191.0,mark,1767229136827,1767229196196,23420.449,False,CLOSED,OK,COMPUTED,39.15,,,,39.15,,,,,,,,,,,,,,,,,,,,,,,9.950730486361715,28.91887667363554,33.29783324738847,36.22663928273201,32.06216088227116,9.950730486361715,28.91887667363554,33.29783324738847,36.22663928273201,32.06216088227116,31.071662975871327,29.686522217011234,30.05690784637841,-23.347102761026754,Normal_Contraction,2025-12-31 23:30:16.645651
MTD,2025-12-31 23:30:16.645651,2025-12-31,,schwab,1394.19,64206.0,mark,1767229200138,1767216626551,35990.094,False,CLOSED,OK,COMPUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.038613710928013,19.119537957227532,21.781062355069785,24.360407719799188,25.693931709385353,10.038613710928013,19.119537957227532,21.781062355069785,24.360407719799188,25.693931709385353,27.264170852732654,26.494212557655818,30.746431943775637,-11.742448644141772,Normal_Contraction,2025-12-31 23:30:16.645651
TPL,2025-12-31 23:30:16.645651,2025-12-31,,schwab,287.22,297948.0,mark,1767229200192,1767229094937,23521.708,False,CLOSED,OK,COMPUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.13087859837683,46.85052873719562,41.52978869236018,42.13023506366215,41.142060243478,46.13087859837683,46.85052873719562,41.52978869236018,42.13023506366215,41.142060243478,41.706907820055214,40.04195586592064,39.76260920890199,4.601089906016654,High_Compression,2025-12-31 23:30:16.645651
BLK,2025-12-31 23:30:16.645651,2025-12-31,,schwab,1070.34,327674.0,mark,1767229018437,1767228264747,24351.898,False,CLOSED,OK,COMPUTED,23.295,,,,23.295,,,,,,,,,,,,,,,,,,,,,,,15.743938122325558,20.9429417039891,20.04581310145148,22.534048412727543,20.96366382567639,15.743938122325558,20.9429417039891,20.04581310145148,22.534048412727543,20.96366382567639,22.643431907647052,21.327080680121245,21.88150691228976,-4.301874979125921,Normal_Compression,2025-12-31 23:30:16.645651
GWW,2025-12-31 23:30:16.645651,2025-12-31,,schwab,1009.05,178675.0,mark,1767229200048,1767228738547,23878.098,False,CLOSED,OK,COMPUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.544244530988202,22.33122390863193,21.973214781366394,19.732195649763884,19.200315977468698,11.544244530988202,22.33122390863193,21.973214781366394,19.732195649763884,19.200315977468698,24.99255802900251,23.647477318914895,23.402178666379942,-10.428970250378192,Normal_Contraction,2025-12-31 23:30:16.645651
NOW,2025-12-31 23:30:16.645651,2025-12-31,,schwab,153.19,5256089.0,mark,1767229200179,1767229071775,23544.87,False,CLOSED,OK,COMPUTED,40.781,,,,40.781,,,,,,,,,,,,,,,,,,,,,,,17.518027725507867,47.62586123015982,41.10002081829591,34.42560876859241,32.20464327126681,17.518027725507867,47.62586123015982,41.10002081829591,34.42560876859241,32.20464327126681,31.64905775248955,30.3104895869307,34.75461997084619,-23.581993092788043,High_Contraction,2025-12-31 23:30:16.645651
COST,2025-12-31 23:30:16.645651,2025-12-31,,schwab,862.1,1489954.0,mark,1767229196629,1767229123982,23492.663,False,CLOSED,OK,COMPUTED,17.773,,,,17.773,,,,,,,,,,,,,,,,,,,,,,,12.702688925623198,17.840074941431325,17.827768429273558,18.23760076350114,17.41350278227737,12.702688925623198,17.840074941431325,17.827768429273558,18.23760076350114,17.41350278227737,17.26425735334388,17.688312171965315,18.052164328684423,-5.12507950365036,Normal,2025-12-31 23:30:16.645651
KLAC,2025-12-31 23:30:16.645651,2025-12-31,,schwab,1215.08,608043.0,mark,1767229059745,1767229006542,23610.103,False,CLOSED,OK,COMPUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.20843711720197,33.15616525715613,36.95779762776504,40.97570385586517,38.62054528863492,38.20843711720197,33.15616525715613,36.95779762776504,40.97570385586517,38.62054528863492,38.95412193679471,36.634760503449044,37.875264844859146,1.250639489436928,Normal_Compression,2025-12-31 23:30:16.645651
AXON,2025-12-31 23:30:16.645651,2025-12-31,,schwab,567.93,469164.0,mark,1767229011364,1767229015839,23600.806,False,CLOSED,OK,COMPUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.49231945377089,32.5425090920441,28.67687020224274,43.69084841260967,41.86646509741372,34.49231945377089,32.5425090920441,28.67687020224274,43.69084841260967,41.86646509741372,46.47730132132421,45.44598236337815,45.92157818340811,5.81544925152815,Normal,2025-12-31 23:30:16.645651
INTU,2025-12-31 23:30:16.645651,2025-12-31,,schwab,662.42,948492.0,mark,1767229016039,1767228517124,24099.521,False,CLOSED,OK,COMPUTED,23.194,,,,23.194,,,,,,,,,,,,,,,,,,,,,,,12.282481870403949,22.96950647346825,25.26578369751875,23.830603074795313,21.87209086966671,12.282481870403949,22.96950647346825,25.26578369751875,23.830603074795313,21.87209086966671,23.952279136841074,22.65514743058047,24.93600890651434,-12.9833018271148,Normal_Contraction,2025-12-31 23:30:16.645651
LLY,2025-12-31 23:30:16.645651,2025-12-31,,schwab,1075.01,1646696.0,mark,1767229125120,1767229140117,23476.528,False,CLOSED,OK,COMPUTED,34.527,,,,34.527,,,,,,,,,,,,,,,,,,,,,,,12.863880447110866,21.103821292283754,23.87811558067586,26.134972705022257,29.996302124138037,12.863880447110866,21.103821292283754,23.87811558067586,26.134972705022257,29.996302124138037,38.64256000215133,35.912698240235166,42.1671173456086,-11.014235133564995,Normal_Contraction,2025-12-31 23:30:16.645651
SPOT,2025-12-31 23:30:16.645651,2025-12-31,,schwab,580.71,720202.0,mark,1767229069769,1767229008527,23608.118,False,CLOSED,OK,COMPUTED,33.907,,,,33.907,,,,,,,,,,,,,,,,,,,,,,,22.968036904045437,30.193805273337134,31.319813286959196,27.911187106902364,27.251680420038475,22.968036904045437,30.193805273337134,31.319813286959196,27.911187106902364,27.251680420038475,35.40302731203538,36.118432298661794,37.98280863921157,-8.351776382913759,Normal,2025-12-31 23:30:16.645651
URI,2025-12-31 23:30:16.645651,2025-12-31,,schwab,809.32,315593.0,mark,1767229200212,1767228636015,23980.63,False,CLOSED,OK,COMPUTED,33.219,,,,33.219,,,,,,,,,,,,,,,,,,,,,,,21.69393099223101,24.342720804369456,25.21643206485257,30.015350022641,27.452314169939378,21.69393099223101,24.342720804369456,25.21643206485257,30.015350022641,27.452314169939378,30.743542332663854,29.313151770994438,31.510942013226188,-3.5225010726215586,Normal_Compression,2025-12-31 23:30:16.645651
MPWR,2025-12-31 23:30:16.645651,2025-12-31,,schwab,906.38,381933.0,mark,1767229006544,1767229006544,23610.101,False,CLOSED,OK,COMPUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.45096347852013,27.465184909566887,32.324239912431025,46.944114494630114,42.18374812220762,28.45096347852013,27.465184909566887,32.324239912431025,46.944114494630114,42.18374812220762,42.815775619376865,41.632930158109616,43.389613631226254,-3.8732764339108954,Normal_Compression,2025-12-31 23:30:16.645651
META,2025-12-31 23:30:16.645651,2025-12-31,,schwab,658.92,7940359.0,mark,1767229191966,1767229191715,23424.93,False,CLOSED,OK,COMPUTED,35.919,,,,35.919,,,,,,,,,,,,,,,,,,,,,,,17.3828835728788,21.576930995403856,23.967890962250166,34.71648352759793,30.241035601594024,17.3828835728788,21.576930995403856,23.967890962250166,34.71648352759793,30.241035601594024,32.82858751271557,31.418667550857933,32.98326402972302,-6.585007389371366,Normal,2025-12-31 23:30:16.645651
MCK,2025-12-31 23:30:16.645651,2025-12-31,,schwab,820.29,430239.0,mark,1767229012050,1767225480079,27136.566,False,CLOSED,OK,COMPUTED,27.249,,,,27.249,,,,,,,,,,,,,,,,,,,,,,,9.930151770557798,18.22852796593781,21.52682834784936,20.368834162314265,23.1747348322665,9.930151770557798,18.22852796593781,21.52682834784936,20.368834162314265,23.1747348322665,24.065550981193613,23.037066145807035,22.951055765525478,-11.596676577291563,Normal_Contraction,2025-12-31 23:30:16.645651
PH,2025-12-31 23:30:16.645651,2025-12-31,,schwab,878.96,281712.0,mark,1767229200213,1767229163977,23452.668,False,CLOSED,OK,COMPUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.646754695597364,18.293882066792854,17.19409357195633,25.143782862385294,22.27138536116391,12.646754695597364,18.293882066792854,17.19409357195633,25.143782862385294,22.27138536116391,22.844901796556798,21.66845190635291,22.222308936772713,-4.547338876358966,Normal_Compression,2025-12-31 23:30:16.645651
GS,2025-12-31 23:30:16.645651,2025-12-31,,schwab,879.5,1221740.0,mark,1767228976010,1767229104085,23512.56,False,CLOSED,OK,COMPUTED,26.3,,,,26.3,,,,,,,,,,,,,,,,,,,,,,,16.810714029898307,22.174471483653818,21.55571840788084,25.381361014463838,23.265862782249606,16.810714029898307,22.174471483653818,21.55571840788084,25.381361014463838,23.265862782249606,22.905012562078145,22.404334145636554,23.2301410058463,-4.745004377982532,Normal_Compression,2025-12-31 23:30:16.645651
NEU,2025-12-31 23:30:16.645651,2025-12-31,,schwab,687.26,122694.0,mark,1767229200049,1767215404282,37212.363,False,CLOSED,OK,COMPUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.156780673782983,22.607274808760085,20.77331055183075,32.443672732222154,28.912550175025963,16.156780673782983,22.607274808760085,20.77331055183075,32.443672732222154,28.912550175025963,26.799930728497323,25.996533743041073,25.36697360533795,-4.616529878047768,Normal_Compression,2025-12-31 23:30:16.645651
TYL,2025-12-31 23:30:16.645651,2025-12-31,,schwab,453.95,181345.0,mark,1767229200212,1767228279956,24336.689,False,CLOSED,OK,COMPUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.866363495411814,15.137437124265896,22.01436626405528,27.17166328266225,25.56436274617014,11.866363495411814,15.137437124265896,22.01436626405528,27.17166328266225,25.56436274617014,25.905171687384765,24.983131358263343,25.477322307774013,-10.148002768643465,Normal_Contraction,2025-12-31 23:30:16.645651
MSCI,2025-12-31 23:30:16.645651,2025-12-31,,schwab,573.73,324051.0,mark,1767229200212,1767228430207,24186.438,False,CLOSED,OK,COMPUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.208305803933674,13.998277126773084,14.377088810785887,25.63903918662096,25.455620005655387,15.208305803933674,13.998277126773084,14.377088810785887,25.63903918662096,25.455620005655387,28.00340258746078,26.46938086131788,25.371289854245955,0.8312169931477875,Low_Compression,2025-12-31 23:30:16.645651
LII,2025-12-31 23:30:16.645651,2025-12-31,,schwab,485.58,178257.0,mark,1767229200212,1767216000526,36616.119,False,CLOSED,OK,COMPUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.72114176377278,20.25798021800871,26.50675812668279,33.88051512950725,31.94863089570678,13.72114176377278,20.25798021800871,26.50675812668279,33.88051512950725,31.94863089570678,33.17722470836658,31.543612939212085,33.117548875494194,-12.78561636291001,Normal_Contraction,2025-12-31 23:30:16.645651
ROP,2025-12-31 23:30:16.645651,2025-12-31,,schwab,445.9,507466.0,mark,1767228529149,1767228659200,23957.445,False,CLOSED,OK,COMPUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5457014797468,12.1437931218612,11.76422081680398,20.85191993550207,19.1992187463948,14.5457014797468,12.1437931218612,11.76422081680398,20.85191993550207,19.1992187463948,18.91657403316652,17.975891648968286,18.12882666037264,2.781480662942819,Low_Compression,2025-12-31 23:30:16.645651
CHE,2025-12-31 23:30:16.645651,2025-12-31,,schwab,427.86,88092.0,mark,1767223897087,1767226309304,26307.341,False,CLOSED,OK,COMPUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.221948166099617,15.5901842084052,17.409405367452763,24.1556990568457,23.72333579329154,11.221948166099617,15.5901842084052,17.409405367452763,24.1556990568457,23.72333579329154,27.844925799632136,31.601015523855473,31.509429636681663,-6.187457201353146,Normal,2025-12-31 23:30:16.645651
HUBS,2025-12-31 23:30:16.645651,2025-12-31,,schwab,401.5,360297.0,mark,1767225012750,1767228193835,24422.81,False,CLOSED,OK,COMPUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0721801974667,28.134868988045568,28.600132430278112,49.05355390568913,48.109463332504404,28.0721801974667,28.134868988045568,28.600132430278112,49.05355390568913,48.109463332504404,46.75948558187455,44.646812145419894,46.09708153917233,-0.5279522328114119,Normal_Compression,2025-12-31 23:30:16.645651
MA,2025-12-31 23:30:16.645651,2025-12-31,,schwab,570.9,1736797.0,mark,1767229200212,1767229039255,23577.39,False,CLOSED,OK,COMPUTED,19.738,,,,19.738,,,,,,,,,,,,,,,,,,,,,,,9.360630943838364,20.83800291519868,20.197394297610526,19.34537553335961,18.18972655388949,9.360630943838364,20.83800291519868,20.197394297610526,19.34537553335961,18.18972655388949,17.2587135844589,19.6828128408345,19.609865069097822,-10.836763353772161,Normal_Contraction,2025-12-31 23:30:16.645651
MLM,2025-12-31 23:30:16.645651,2025-12-31,,schwab,622.66,273915.0,mark,1767229200213,1767221819311,30797.334,False,CLOSED,OK,COMPUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.878822816340374,17.748349873366827,16.99641317472048,18.397101880009302,18.456367063468885,17.878822816340374,17.748349873366827,16.99641317472048,18.397101880009302,18.456367063468885,19.717132657355616,19.32452416533562,20.186972647424657,0.8824096416198941,Normal_Compression,2025-12-31 23:30:16.645651
FIX,2025-12-31 23:30:16.645651,2025-12-31,,schwab,933.29,192798.0,mark,1767229200206,1767226025956,26590.689,False,CLOSED,OK,COMPUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.87784983987471,50.9825170151036,49.489922571967995,58.490901945482406,52.083443951669274,55.87784983987471,50.9825170151036,49.489922571967995,58.490901945482406,52.083443951669274,54.892300111337136,50.50572904970807,49.06744478771225,6.3879272679067185,High,2025-12-31 23:30:16.645651
ISRG,2025-12-31 23:30:16.645651,2025-12-31,,schwab,566.51,992646.0,mark,1767228917528,1767228905903,23710.742,False,CLOSED,OK,COMPUTED,39.284,,,,39.284,,,,,,,,,,,,,,,,,,,,,,,14.458440771947084,19.274480943324196,21.3164101347642,36.21065247272979,34.61343929075857,14.458440771947084,19.274480943324196,21.3164101347642,36.21065247272979,34.61343929075857,31.639675915271926,30.35277032591988,29.549200701578147,-6.857969362817117,Normal,2025-12-31 23:30:16.645651
IDXX,2025-12-31 23:30:16.645651,2025-12-31,,schwab,676.53,292303.0,mark,1767228998235,1767228217027,24399.618,False,CLOSED,OK,COMPUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.88120531319551,13.97588826285879,28.03178821770044,36.981616203999224,32.858661042892535,16.88120531319551,13.97588826285879,28.03178821770044,36.981616203999224,32.858661042892535,48.62701551382526,43.89308043817919,42.47835750913648,-11.15058290450493,Normal_Contraction,2025-12-31 23:30:16.645651
EME,2025-12-31 23:30:16.645651,2025-12-31,,schwab,611.79,265549.0,mark,1767229200041,1767226617305,25999.34,False,CLOSED,OK,COMPUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.64019896161394,29.231828331240838,29.078695572476214,52.14499434566474,44.95780423901063,30.64019896161394,29.231828331240838,29.078695572476214,52.14499434566474,44.95780423901063,42.145477339743884,39.00831071965732,38.30528696395225,1.5615033891377266,Normal_Compression,2025-12-31 23:30:16.645651
AMP,2025-12-31 23:30:16.645651,2025-12-31,,schwab,490.34,378170.0,mark,1767229200046,1767221818948,30797.697,False,CLOSED,OK,COMPUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.966538637396527,19.55654097777105,18.22466886685519,23.077178470077758,21.747486372771828,10.966538637396527,19.55654097777105,18.22466886685519,23.077178470077758,21.747486372771828,22.50097764000517,21.353537630535964,22.342343197443185,-7.258130229458663,Normal,2025-12-31 23:30:16.645651
REGN,2025-12-31 23:30:16.645651,2025-12-31,,schwab,771.87,355156.0,mark,1767229163174,1767229163173,23453.472,False,CLOSED,OK,COMPUTED,36.731,,,,36.731,,,,,,,,,,,,,,,,,,,,,,,16.257593437915222,27.529686128313237,33.81959193157495,36.46236489895202,36.11243708067685,16.257593437915222,27.529686128313237,33.81959193157495,36.46236489895202,36.11243708067685,34.22427478489649,42.61821497597415,44.18135917634273,-17.561998493659726,Normal_Contraction,2025-12-31 23:30:16.645651
GEV,2025-12-31 23:30:16.645651,2025-12-31,,schwab,653.57,1259928.0,mark,1767228931529,1767229196312,23420.333,False,CLOSED,OK,COMPUTED,44.644,,,,44.644,,,,,,,,,,,,,,,,,,,,,,,64.34178830289257,73.87520939991904,71.08629994583768,58.875951188620355,53.00563918452282,64.34178830289257,73.87520939991904,71.08629994583768,58.875951188620355,53.00563918452282,51.992891510811475,48.397266075857466,47.02915457742367,-6.744511642945113,High,2025-12-31 23:30:16.645651
SPGI,2025-12-31 23:30:16.645651,2025-12-31,,schwab,522.59,1073948.0,mark,1767229200212,1767228849356,23767.289,False,CLOSED,OK,COMPUTED,15.28,,,,15.28,,,,,,,,,,,,,,,,,,,,,,,16.514391408860714,15.112898876314995,13.680968058966794,19.686935493039055,21.5669222693048,16.514391408860714,15.112898876314995,13.680968058966794,19.686935493039055,21.5669222693048,20.886630068040933,19.57818975526589,20.128536438882254,2.83342334989392,Low_Compression,2025-12-31 23:30:16.645651
DE,2025-12-31 23:30:16.645651,2025-12-31,,schwab,465.57,812080.0,mark,1767228921222,1767225879038,26737.607,False,CLOSED,OK,COMPUTED,21.18,,,,21.18,,,,,,,,,,,,,,,,,,,,,,,9.342069445175438,18.845424132625688,25.203957392519182,22.305605570891608,21.001322341855488,9.342069445175438,18.845424132625688,25.203957392519182,22.305605570891608,21.001322341855488,23.852250428472036,22.93021501044835,23.54625618678944,-15.861887947343744,Normal_Contraction,2025-12-31 23:30:16.645651
