Symbol,Quantity,UL Last,Last,Bid,Ask,$ Total G/L,Total_GL_Decimal,Basis,Theta,Vega,Gamma,Delta,Rho,Time Val,Account,AssetType,Premium,Snapshot_TS,Underlying,OptionType,Strike,Expiration,Strategy,Type,TradeID,LegID,LegRole,LegIndex,Strike_Entry,Expiration_Entry,Underlying_Price_Entry,Structure,LegType,LegCount,Premium_Estimated,Structure_Valid,Validation_Errors,Needs_Structural_Fix,DTE,IV Mid,IV_Snapshot_Date,IV_Source,IV_Rank,IV_Rank_Source,IV_Rank_History_Days,Days_to_Earnings,Next_Earnings_Date,Earnings_Source,Capital_Deployed,Delta_Trade,Gamma_Trade,Theta_Trade,Vega_Trade,Premium_Trade,BreakEven_Lower,BreakEven_Upper,BreakEven_Type,Moneyness_Pct,Moneyness_Label,Unrealized_PnL,Days_In_Trade,ROI_Current,ROI,Theta_Efficiency,Assignment_Risk,Max_Profit_Potential,Max_Loss_Potential,Profit_Target_Pct,Loss_Distance_Pct,Unrealized_PnL_Trade,Days_In_Trade_Max,Capital_Deployed_Trade,ROI_Trade,PnL_From_Delta,PnL_From_Theta,PnL_From_Vega,PnL_From_Gamma,PnL_Unexplained,PnL_Attribution_Quality,PnL_From_Delta_Trade,PnL_From_Theta_Trade,PnL_From_Vega_Trade,PnL_From_Gamma_Trade,Is_Short_Position,Is_ITM,ITM_Amount,ITM_Pct,Assignment_Risk_Score,Assignment_Risk_Level,Pin_Risk,Early_Assignment_Risk,Days_To_Assignment,Asset_Type_Supported,IV_Cross_Leg_Skew,IV_Cross_Leg_Kurtosis,Distribution_Invalidated,Original_Leg_Count,Filtered_Leg_Count,PCS_GammaScore,PCS_VegaScore,PCS_ROIScore,ROI_Raw_Calc,ROI_For_Scoring,PCS,PCS_GroupAvg,PCS_Profile,PCS_Tier,Confidence_Tier,Unknown_Strategy,Low_Quality_Signal,Needs_Revalidation,PCS_Data_Quality,PCS_Coverage_Flags,PCS_Missing_Inputs,PCS_Input_Score,PCS_Baseline_Only,Current_PCS_v2,Current_PCS_IV_Score,Current_PCS_Liquidity_Score,Current_PCS_Greeks_Score,Current_PCS_Tier_v2,Current_PCS_Available_Weight,run_id,Schema_Hash,Market_Session,Is_Market_Open,Snapshot_DayType,First_Seen_Date,Delta_Entry,Gamma_Entry,Vega_Entry,Theta_Entry,Rho_Entry,IV_Entry,Entry_IV_Rank,Premium_Entry,Entry_Timestamp,Entry_Moneyness_Pct,Entry_DTE,Entry_PCS,Entry_PCS_GammaScore,Entry_PCS_VegaScore,Entry_PCS_ROIScore,Entry_PCS_Profile,Entry_PCS_Tier,Delta_Drift,Gamma_Drift,Vega_Drift,Theta_Drift,Rho_Drift,IV_Rank_Drift,PCS_Drift,Moneyness_Migration,DTE_Decay,Delta_Drift_Pct,Gamma_Drift_Pct,Vega_Drift_Pct,Drift_Severity,Drift_Flags,Chart_Regime,Signal_Type,EMA_Signal,Days_Since_Cross,Trend_Slope,Signal_Confidence,Chart_Updated,Recommendation,Urgency,Exit_Rationale,Expected_Outcome,Urgency_Score,Capital_Weight
UUUU270115C17,-23.0,14.54,4.72,4.5,5.0,2307.73,0.1671,13807.73,-0.0062,0.0558,0.0276,0.6403,0.0473,4.7112,Individual - TOD *5376,OPTION,4.7112,2026-01-04 19:24:55.653191,UUUU,Call,17.0,2027-01-15,Covered_Call,Single-leg,UUUU270115_Short_Buy_Call_5376,UUUU270115_Short_Buy_Call_5376_L1,Short_Call,1,17.0,2027-01-15,14.54,Single-leg,SHORT_CALL,1,False,False,Missing_Leg:STOCK,True,375,0.0,,not_in_archive,,insufficient_data,0,,,unknown,0.0,0.6403,0.0276,-0.0062,0.0558,4.7112,,,Unknown,-0.14470588235294124,OTM,-20.239999999999814,0,0.0,0.0,0.0,LOW,,,0.0,0.0,-20.239999999999814,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,2.0,LOW,False,False,,True,,,,1.0,0.0,,,,,,,,,,,,,,PARTIAL,59,"IV_Rank (null), Liquidity, IV Surface (null)",50,False,0.7910187945592494,,0.0,0.5932640959194371,C,0.45,2026-01-04_19-24-55-653,dd22f9458aba372b,Closed,False,Weekend,2026-01-04 19:24:55.653191,0.6403,0.0276,0.0558,-0.0062,0.0473,0.0,,4.7112,2026-01-04 19:24:55.653191,-0.14470588235294124,375.0,15.0,25.0,25.0,5.0,INCOME,Tier 4,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,LOW,None,Unknown,Unknown,Unknown,,,0,2026-01-04 19:24:55.864972,HOLD,MEDIUM,theta_exhaustion: Daily decay below 0.5% of premium; Monitoring for deterioration,monitor,2,
AAPL270115C260,1.0,271.86,40.77,40.2,40.55,-90.66,-0.022099999999999998,4110.66,-0.0307,1.0033,0.0049,0.6711,1.4707,28.4461,Individual - TOD *5376,OPTION,28.4461,2026-01-04 19:24:55.653191,AAPL,Call,260.0,2027-01-15,Buy_Call,Single-leg,AAPL270115_Long_Buy_Call_5376,AAPL270115_Long_Buy_Call_5376_L1,Long_Call,1,260.0,2027-01-15,271.86,Single-leg,LONG_CALL,1,False,True,,False,375,22.27,2025-12-29,archive,,insufficient_data,0,,,unknown,0.0,0.6711,0.0049,-0.0307,1.0033,28.4461,,288.4461,Call,0.04561538461538467,ATM,1232.39,0,0.0,0.0,0.0,LOW,,-2844.61,0.0,0.0,1232.39,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,NONE,False,False,,True,,,0.0,1.0,1.0,,,,,,,,,,,,,,PARTIAL,59,"IV_Rank (null), Liquidity, IV Surface (null)",50,False,14.999744686735031,,5.0,6.2498085150512726,C,0.45,2026-01-04_19-24-55-653,dd22f9458aba372b,Closed,False,Weekend,2026-01-04 19:24:55.653191,0.6711,0.0049,1.0033,-0.0307,1.4707,22.27,,-28.4461,2026-01-04 19:24:55.653191,0.04561538461538467,375.0,12.175,7.35,25.0,5.0,DIRECTIONAL,Tier 4,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,LOW,None,Unknown,Unknown,Unknown,,,0,2026-01-04 19:24:55.864972,HOLD,LOW,Monitoring for deterioration,monitor,1,
AMZN280121C220,1.0,230.82,60.5,59.75,60.3,339.34,0.0602,5635.66,-0.0209,1.1651,0.0029,0.7019,2.0882,49.1991,Individual - TOD *5376,OPTION,49.1991,2026-01-04 19:24:55.653191,AMZN,Call,220.0,2028-01-21,Buy_Call,Single-leg,AMZN280121_Long_Buy_Call_5376,AMZN280121_Long_Buy_Call_5376_L1,Long_Call,1,220.0,2028-01-21,230.82,Single-leg,LONG_CALL,1,False,True,,False,746,25.34,2025-12-29,archive,,insufficient_data,0,,,unknown,0.0,0.7019,0.0029,-0.0209,1.1651,49.1991,,269.1991,Call,0.04918181818181815,ATM,1130.09,0,0.0,0.0,0.0,LOW,,-4919.91,0.0,0.0,1130.09,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,NONE,False,False,,True,,,0.0,1.0,1.0,,,,,,,,,,,,,,PARTIAL,59,"IV_Rank (null), Liquidity, IV Surface (null)",50,False,14.248268172927284,,5.0,5.686201129695462,C,0.45,2026-01-04_19-24-55-653,dd22f9458aba372b,Closed,False,Weekend,2026-01-04 19:24:55.653191,0.7019,0.0029,1.1651,-0.0209,2.0882,25.34,,-49.1991,2026-01-04 19:24:55.653191,0.04918181818181815,746.0,10.675,4.35,25.0,5.0,DIRECTIONAL,Tier 4,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,LOW,None,Unknown,Unknown,Unknown,,,0,2026-01-04 19:24:55.864972,HOLD,LOW,Monitoring for deterioration,monitor,1,
KLAC280121C1220,1.0,1215.08,318.93,316.0,324.0,-3950.66,-0.1112,35550.66,-0.1447,6.31,0.0005,0.6605,9.7566,318.892,ROTH IRA *4854,OPTION,318.892,2026-01-04 19:24:55.653191,KLAC,Call,1220.0,2028-01-21,Buy_Call,Single-leg,KLAC280121_Long_Buy_Call_4854,KLAC280121_Long_Buy_Call_4854_L1,Long_Call,1,1220.0,2028-01-21,1215.08,Single-leg,LONG_CALL,1,False,True,,False,746,41.66,2025-12-29,archive,,insufficient_data,0,,,unknown,0.0,0.6605,0.0005,-0.1447,6.31,318.892,,1538.892,Call,-0.004032786885245962,ATM,3.8000000000010914,0,0.0,0.0,0.0,LOW,,-31889.2,0.0,0.0,3.8000000000010914,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,NONE,False,False,,True,,,0.0,1.0,1.0,,,,,,,,,,,,,,PARTIAL,59,"IV_Rank (null), Liquidity, IV Surface (null)",50,False,13.617919546429514,,5.0,5.213439659822134,C,0.45,2026-01-04_19-24-55-653,dd22f9458aba372b,Closed,False,Weekend,2026-01-04 19:24:55.653191,0.6605,0.0005,6.31,-0.1447,9.7566,41.66,,-318.892,2026-01-04 19:24:55.653191,-0.004032786885245962,746.0,8.875,0.75,25.0,5.0,DIRECTIONAL,Tier 4,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,LOW,None,Unknown,Unknown,Unknown,,,0,2026-01-04 19:24:55.864972,HOLD,LOW,Monitoring for deterioration,monitor,1,
MSCI260220C580,1.0,573.73,20.75,16.6,23.5,-874.66,-0.34509999999999996,2534.66,-0.207,0.8424,0.0077,0.505,0.3544,19.6721,Individual - TOD *5376,OPTION,19.6721,2026-01-04 19:24:55.653191,MSCI,Call,580.0,2026-02-20,Buy_Call,Single-leg,MSCI260220_Long_Buy_Call_5376,MSCI260220_Long_Buy_Call_5376_L1,Long_Call,1,580.0,2026-02-20,573.73,Single-leg,LONG_CALL,1,False,True,,False,46,22.36,2025-12-29,archive,,insufficient_data,0,,,unknown,0.0,0.505,0.0077,-0.207,0.8424,19.6721,,599.6721,Call,-0.010810344827586176,ATM,107.78999999999996,0,0.0,0.0,0.0,LOW,,-1967.21,0.0,0.0,107.78999999999996,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,NONE,False,False,,True,,,0.0,1.0,1.0,,,,,,,,,,,,,,PARTIAL,59,"IV_Rank (null), Liquidity, IV Surface (null)",50,False,12.227505553550461,,0.0,9.170629165162845,C,0.45,2026-01-04_19-24-55-653,dd22f9458aba372b,Closed,False,Weekend,2026-01-04 19:24:55.653191,0.505,0.0077,0.8424,-0.207,0.3544,22.36,,-19.6721,2026-01-04 19:24:55.653191,-0.010810344827586176,46.0,14.275,11.55,25.0,5.0,DIRECTIONAL,Tier 4,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,LOW,None,Unknown,Unknown,Unknown,,,0,2026-01-04 19:24:55.864972,HOLD,LOW,Monitoring for deterioration,monitor,1,
ALGN,1.0,,156.15,155.57,158.23,-490.06,-0.7584000000000001,646.21,0.0,0.0,0.0,0.0,0.0,0.0,ROTH IRA *4854,STOCK,,2026-01-04 19:24:55.653191,,,,,Unknown,Single-leg,None_STOCK_Unknown_4854,None_STOCK_Unknown_4854_L1,Stock_Long,1,,,,Single-leg,STOCK,14,False,False,Unknown_Strategy:Unknown,True,-999,0.0,,not_in_archive,,insufficient_data,0,30.0,2026-02-04,yfinance,0.0,0.0,0.0,0.0,0.0,0.0,,,Unknown,,,-490.06000000000006,0,0.0,0.0,0.0,LOW,,-0.0,0.0,0.0,-429649.90432000003,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,NONE,False,False,,,,,,,,,,,,,,,,,,,,,PARTIAL,59,"IV_Rank (null), Liquidity, IV Surface (null)",50,False,,,5.0,0.0,,0.0,2026-01-04_19-24-55-653,dd22f9458aba372b,Closed,False,Weekend,2026-01-04 19:24:55.653191,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-01-04 19:24:55.653191,,-999.0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,LOW,None,Unknown,Unknown,Unknown,,,0,2026-01-04 19:24:55.864972,HOLD,LOW,Monitoring for deterioration,monitor,1,
CHWY,0.668,,33.05,32.85,33.01,-27.02,-0.5503,49.09,0.0,0.0,0.0,0.0,0.0,0.0,ROTH IRA *4854,STOCK,,2026-01-04 19:24:55.653191,,,,,Unknown,Single-leg,None_STOCK_Unknown_4854,None_STOCK_Unknown_4854_L2,Stock_Long,2,,,,Single-leg,STOCK,14,False,False,Unknown_Strategy:Unknown,True,-999,0.0,,not_in_archive,,insufficient_data,0,-26.0,2025-12-10,yfinance,0.0,0.0,0.0,0.0,0.0,0.0,,,Unknown,,,-10.714720000000005,0,0.0,0.0,0.0,LOW,,-0.0,0.0,0.0,-429649.90432000003,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,NONE,False,False,,,,,,,,,,,,,,,,,,,,,PARTIAL,59,"IV_Rank (null), Liquidity, IV Surface (null)",50,False,,,5.0,0.0,,0.0,2026-01-04_19-24-55-653,dd22f9458aba372b,Closed,False,Weekend,2026-01-04 19:24:55.653191,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-01-04 19:24:55.653191,,-999.0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,LOW,None,Unknown,Unknown,Unknown,,,0,2026-01-04 19:24:55.864972,HOLD,LOW,Monitoring for deterioration,monitor,1,
DOCU,3.0,,68.4,68.22,68.74,-323.82,-0.6122,529.02,0.0,0.0,0.0,0.0,0.0,0.0,ROTH IRA *4854,STOCK,,2026-01-04 19:24:55.653191,,,,,Unknown,Single-leg,None_STOCK_Unknown_4854,None_STOCK_Unknown_4854_L3,Stock_Long,3,,,,Single-leg,STOCK,14,False,False,Unknown_Strategy:Unknown,True,-999,0.0,,not_in_archive,,insufficient_data,0,-32.0,2025-12-04,yfinance,0.0,0.0,0.0,0.0,0.0,0.0,,,Unknown,,,-1381.8600000000001,0,0.0,0.0,0.0,LOW,,-0.0,0.0,0.0,-429649.90432000003,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,NONE,False,False,,,,,,,,,,,,,,,,,,,,,PARTIAL,59,"IV_Rank (null), Liquidity, IV Surface (null)",50,False,,,5.0,0.0,,0.0,2026-01-04_19-24-55-653,dd22f9458aba372b,Closed,False,Weekend,2026-01-04 19:24:55.653191,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-01-04 19:24:55.653191,,-999.0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,LOW,None,Unknown,Unknown,Unknown,,,0,2026-01-04 19:24:55.864972,HOLD,LOW,Monitoring for deterioration,monitor,1,
GPC,3.061,,122.96,122.82,123.59,-94.93,-0.20149999999999998,471.31,0.0,0.0,0.0,0.0,0.0,0.0,ROTH IRA *4854,STOCK,,2026-01-04 19:24:55.653191,,,,,Unknown,Single-leg,None_STOCK_Unknown_4854,None_STOCK_Unknown_4854_L4,Stock_Long,4,,,,Single-leg,STOCK,14,False,False,Unknown_Strategy:Unknown,True,-999,0.0,,not_in_archive,,insufficient_data,0,-76.0,2025-10-21,yfinance,0.0,0.0,0.0,0.0,0.0,0.0,,,Unknown,,,-1066.29935,0,0.0,0.0,0.0,LOW,,-0.0,0.0,0.0,-429649.90432000003,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,NONE,False,False,,,,,,,,,,,,,,,,,,,,,PARTIAL,59,"IV_Rank (null), Liquidity, IV Surface (null)",50,False,,,5.0,0.0,,0.0,2026-01-04_19-24-55-653,dd22f9458aba372b,Closed,False,Weekend,2026-01-04 19:24:55.653191,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-01-04 19:24:55.653191,,-999.0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,LOW,None,Unknown,Unknown,Unknown,,,0,2026-01-04 19:24:55.864972,HOLD,LOW,Monitoring for deterioration,monitor,1,
GDRX,1.0,,2.71,2.69,2.7,-37.76,-0.9331,40.47,0.0,0.0,0.0,0.0,0.0,0.0,ROTH IRA *4854,STOCK,,2026-01-04 19:24:55.653191,,,,,Unknown,Single-leg,None_STOCK_Unknown_4854,None_STOCK_Unknown_4854_L5,Stock_Long,5,,,,Single-leg,STOCK,14,False,False,Unknown_Strategy:Unknown,True,-999,0.0,,not_in_archive,,insufficient_data,0,-62.0,2025-11-04,yfinance,0.0,0.0,0.0,0.0,0.0,0.0,,,Unknown,,,-37.76,0,0.0,0.0,0.0,LOW,,-0.0,0.0,0.0,-429649.90432000003,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,NONE,False,False,,,,,,,,,,,,,,,,,,,,,PARTIAL,59,"IV_Rank (null), Liquidity, IV Surface (null)",50,False,,,5.0,0.0,,0.0,2026-01-04_19-24-55-653,dd22f9458aba372b,Closed,False,Weekend,2026-01-04 19:24:55.653191,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-01-04 19:24:55.653191,,-999.0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,LOW,None,Unknown,Unknown,Unknown,,,0,2026-01-04 19:24:55.864972,HOLD,LOW,Monitoring for deterioration,monitor,1,
INTC,100.0,,36.9,36.83,36.84,58.04,0.0159,3631.96,0.0,0.0,0.0,0.0,0.0,0.0,ROTH IRA *4854,STOCK,,2026-01-04 19:24:55.653191,,,,,Unknown,Single-leg,None_STOCK_Unknown_4854,None_STOCK_Unknown_4854_L6,Stock_Long,6,,,,Single-leg,STOCK,14,False,False,Unknown_Strategy:Unknown,True,-999,0.0,,not_in_archive,,insufficient_data,5,24.0,2026-01-29,yfinance,0.0,0.0,0.0,0.0,0.0,0.0,,,Unknown,,,-359506.0,0,0.0,0.0,0.0,LOW,,-0.0,0.0,0.0,-429649.90432000003,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,NONE,False,False,,,,,,,,,,,,,,,,,,,,,PARTIAL,59,"IV_Rank (null), Liquidity, IV Surface (null)",50,False,,,5.0,0.0,,0.0,2026-01-04_19-24-55-653,dd22f9458aba372b,Closed,False,Weekend,2026-01-04 19:24:55.653191,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-01-04 19:24:55.653191,,-999.0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,LOW,None,Unknown,Unknown,Unknown,,,0,2026-01-04 19:24:55.864972,HOLD,LOW,Monitoring for deterioration,monitor,1,
MQ,6.109,,4.75,4.72,4.97,-34.68,-0.5444,63.69,0.0,0.0,0.0,0.0,0.0,0.0,ROTH IRA *4854,STOCK,,2026-01-04 19:24:55.653191,,,,,Unknown,Single-leg,None_STOCK_Unknown_4854,None_STOCK_Unknown_4854_L7,Stock_Long,7,,,,Single-leg,STOCK,14,False,False,Unknown_Strategy:Unknown,True,-999,0.0,,not_in_archive,,insufficient_data,0,-61.0,2025-11-05,yfinance,0.0,0.0,0.0,0.0,0.0,0.0,,,Unknown,,,-360.06446,0,0.0,0.0,0.0,LOW,,-0.0,0.0,0.0,-429649.90432000003,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,NONE,False,False,,,,,,,,,,,,,,,,,,,,,PARTIAL,59,"IV_Rank (null), Liquidity, IV Surface (null)",50,False,,,4.840041279669762,0.0,,0.0,2026-01-04_19-24-55-653,dd22f9458aba372b,Closed,False,Weekend,2026-01-04 19:24:55.653191,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-01-04 19:24:55.653191,,-999.0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,LOW,None,Unknown,Unknown,Unknown,,,0,2026-01-04 19:24:55.864972,HOLD,LOW,Monitoring for deterioration,monitor,1,
MRNA,1.0,,29.49,29.47,29.49,-282.44,-0.9055,311.93,0.0,0.0,0.0,0.0,0.0,0.0,ROTH IRA *4854,STOCK,,2026-01-04 19:24:55.653191,,,,,Unknown,Single-leg,None_STOCK_Unknown_4854,None_STOCK_Unknown_4854_L8,Stock_Long,8,,,,Single-leg,STOCK,14,False,False,Unknown_Strategy:Unknown,True,-999,0.0,,not_in_archive,,insufficient_data,0,-60.0,2025-11-06,yfinance,0.0,0.0,0.0,0.0,0.0,0.0,,,Unknown,,,-282.44,0,0.0,0.0,0.0,LOW,,-0.0,0.0,0.0,-429649.90432000003,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,NONE,False,False,,,,,,,,,,,,,,,,,,,,,PARTIAL,59,"IV_Rank (null), Liquidity, IV Surface (null)",50,False,,,5.0,0.0,,0.0,2026-01-04_19-24-55-653,dd22f9458aba372b,Closed,False,Weekend,2026-01-04 19:24:55.653191,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-01-04 19:24:55.653191,,-999.0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,LOW,None,Unknown,Unknown,Unknown,,,0,2026-01-04 19:24:55.864972,HOLD,LOW,Monitoring for deterioration,monitor,1,
ROKU,0.478,,108.49,108.52,108.79,-104.11,-0.6675,155.96,0.0,0.0,0.0,0.0,0.0,0.0,ROTH IRA *4854,STOCK,,2026-01-04 19:24:55.653191,,,,,Unknown,Single-leg,None_STOCK_Unknown_4854,None_STOCK_Unknown_4854_L9,Stock_Long,9,,,,Single-leg,STOCK,14,False,False,Unknown_Strategy:Unknown,True,-999,0.0,,not_in_archive,,insufficient_data,0,38.0,2026-02-12,yfinance,0.0,0.0,0.0,0.0,0.0,0.0,,,Unknown,,,-22.690660000000005,0,0.0,0.0,0.0,LOW,,-0.0,0.0,0.0,-429649.90432000003,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,NONE,False,False,,,,,,,,,,,,,,,,,,,,,PARTIAL,59,"IV_Rank (null), Liquidity, IV Surface (null)",50,False,,,5.0,0.0,,0.0,2026-01-04_19-24-55-653,dd22f9458aba372b,Closed,False,Weekend,2026-01-04 19:24:55.653191,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-01-04 19:24:55.653191,,-999.0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,LOW,None,Unknown,Unknown,Unknown,,,0,2026-01-04 19:24:55.864972,HOLD,LOW,Monitoring for deterioration,monitor,1,
